ELF code,Country ELF,Country,Country Global,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
C609,Belgium,Belgium,Global,,Privatgesellschaft mit beschränkter Haftung mit einem Alleingesellschafter,German,Privatgesellschaft mit beschränkter Haftung mit einem Alleingesellschafter,PGmbHmA,ELF v1.5
CFH5,Belgium,Belgium,Global,,Vennootschap of vereniging zonder rechtspersoonlijkheid,Dutch,Vennootschap of vereniging zonder rechtspersoonlijkheid,VVZRL,ELF v1.5
CFH5,Belgium,Belgium,Global,,Société ou association sans personnalité juridique,French,Société ou association sans personnalité juridique,SASPJ,ELF v1.5
CFH5,Belgium,Belgium,Global,,Gesellschaften oder Vereinigungen ohne Rechtspersönlichkeit,German,Gesellschaften oder Vereinigungen ohne Rechtspersönlichkeit,GVoRP,ELF v1.5
EDMK,Belgium,Belgium,Global,,Vereniging zonder winstoogmerk van publiek recht,Dutch,Vereniging zonder winstoogmerk van publiek recht,VZW PR,ELF v1.5
EDMK,Belgium,Belgium,Global,,Association sans but lucratif de droit public,French,Association sans but lucratif de droit public,ASBL DPU,ELF v1.5
EDMK,Belgium,Belgium,Global,,Öffentlich-rechtliche Vereinigung ohne Gewinnerzielungsabsicht,German,Öffentlich-rechtliche Vereinigung ohne Gewinnerzielungsabsicht,ÖrVohGza,ELF v1.5
EXY8,Belgium,Belgium,Global,,"Coöperatieve vennootschap met onbeperkte aansprakelijkheid, bij wijze van deelneming van publiek recht",Dutch,"Coöperatieve vennootschap met onbeperkte aansprakelijkheid, bij wijze van deelneming van publiek recht",CVOA CD,ELF v1.5
EXY8,Belgium,Belgium,Global,,"Coopérative à responsabilité illimitée, coopérative de participation, de droit public",French,"Coopérative à responsabilité illimitée, coopérative de participation, de droit public",SCRI CP,ELF v1.5
EXY8,Belgium,Belgium,Global,,"Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung",German,"Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung",GmuHGB,ELF v1.5
J5OU,Belgium,Belgium,Global,,Economisch samenwerkingsverband,Dutch,Economisch samenwerkingsverband,ESV,ELF v1.5
J5OU,Belgium,Belgium,Global,,Groupement d'intérêt économique,French,Groupement d'intérêt économique,GIE,ELF v1.5
J5OU,Belgium,Belgium,Global,,Wirtschaftliche Interessenvereinigung,German,Wirtschaftliche Interessenvereinigung,WIV,ELF v1.5
JAM3,Belgium,Belgium,Global,,Coöperatieve vennootschap van publiek recht,Dutch,Coöperatieve vennootschap van publiek recht,CV PR,ELF v1.5
JAM3,Belgium,Belgium,Global,,Société coopérative de droit public,French,Société coopérative de droit public,SC DPU,ELF v1.5
JAM3,Belgium,Belgium,Global,,Öffentlich-rechtliche Genossenschaft,German,Öffentlich-rechtliche Genossenschaft,ÖrGen.,ELF v1.5
JNAD,Belgium,Belgium,Global,,Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,Dutch,Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,BVBA SO,ELF v1.5
JNAD,Belgium,Belgium,Global,,Société privée à responsabilité limitée à finalité sociale,French,Société privée à responsabilité limitée à finalité sociale,SPRL FS,ELF v1.5
JNAD,Belgium,Belgium,Global,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung,German,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung,PmbHsZ,ELF v1.5
KM6O,Belgium,Belgium,Global,,Maatschap,Dutch,Maatschap,MS,ELF v1.5
KM6O,Belgium,Belgium,Global,,Société de droit commun,French,Société de droit commun,SDC,ELF v1.5
KM6O,Belgium,Belgium,Global,,Gesellschaft des allgemeinen Rechts,German,Gesellschaft des allgemeinen Rechts,GaR,ELF v1.5
L05H,Belgium,Belgium,Global,,Besloten Vennootschap van publiek recht,Dutch,Besloten Vennootschap van publiek recht,BV PR,ELF v1.5
L05H,Belgium,Belgium,Global,,Société à responsabilité limitée de droit public,French,Société à responsabilité limitée de droit public,SRL DPU,ELF v1.5
L05H,Belgium,Belgium,Global,,Öffentlich-rechtliche Gesellschaft mit beschränkter Haftung,German,Öffentlich-rechtliche Gesellschaft mit beschränkter Haftung,ÖrGmbH,ELF v1.5
LWHF,Belgium,Belgium,Global,,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,Dutch,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,CVOA,ELF v1.5
LWHF,Belgium,Belgium,Global,,Société coopérative à responsabilité illimitée,French,Société coopérative à responsabilité illimitée,SCRI,ELF v1.5
LWHF,Belgium,Belgium,Global,,Genossenschaft mit unbeschränkter Haftung,German,Genossenschaft mit unbeschränkter Haftung,Gen.mubH,ELF v1.5
LWV6,Belgium,Belgium,Global,,Gewone commanditaire vennootschap,Dutch,Gewone commanditaire vennootschap,Comm.V,ELF v1.5
LWV6,Belgium,Belgium,Global,,Société en commandite simple,French,Société en commandite simple,SCS,ELF v1.5
LWV6,Belgium,Belgium,Global,,Einfache Kommanditgesellschaft,German,Einfache Kommanditgesellschaft,EKG,ELF v1.5
MQH3,Belgium,Belgium,Global,,Commanditaire vennootschap,Dutch,Commanditaire vennootschap,CommV,ELF v1.5
MQH3,Belgium,Belgium,Global,,Société en commandite,French,Société en commandite,SComm,ELF v1.5
MQH3,Belgium,Belgium,Global,,Kommanditgesellschaft,German,Kommanditgesellschaft,KommG,ELF v1.5
N5NT,Belgium,Belgium,Global,,Besloten vennootschap met beperkte aansprakelijkheid,Dutch,Besloten vennootschap met beperkte aansprakelijkheid,BVBA,ELF v1.5
N5NT,Belgium,Belgium,Global,,Société privée à responsabilité limitée,French,Société privée à responsabilité limitée,SPRL,ELF v1.5
N5NT,Belgium,Belgium,Global,,Privatgesellschaft mit beschränkter Haftung,German,Privatgesellschaft mit beschränkter Haftung,PGmbH,ELF v1.5
O59C,Belgium,Belgium,Global,,Economisch samenwerkingsverband met een sociaal oogmerk,Dutch,Economisch samenwerkingsverband met een sociaal oogmerk,ESV SO,ELF v1.5
O59C,Belgium,Belgium,Global,,Groupement d'intérêt économique à finalité sociale,French,Groupement d'intérêt économique à finalité sociale,GIE FS,ELF v1.5
O59C,Belgium,Belgium,Global,,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,German,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,WIVmsZ,ELF v1.5
PVT3,Belgium,Belgium,Global,,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,Dutch,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,EBVBA SO,ELF v1.5
PVT3,Belgium,Belgium,Global,,Société privée à responsabilité limitée unipersonnelle à finalité sociale,French,Société privée à responsabilité limitée unipersonnelle à finalité sociale,SPRLU FS,ELF v1.5
PVT3,Belgium,Belgium,Global,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,German,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,PgbHsZ,ELF v1.5
QZIS,Belgium,Belgium,Global,,Openbare instelling,Dutch,Openbare instelling,OI,ELF v1.5
QZIS,Belgium,Belgium,Global,,Etablissement public,French,Etablissement public,ETSPUBLI,ELF v1.5
QZIS,Belgium,Belgium,Global,,Öffentliche Einrichtung,German,Öffentliche Einrichtung,ÖE,ELF v1.5
R85P,Belgium,Belgium,Global,,Naamloze vennootschap,Dutch,Naamloze vennootschap,NV,ELF v1.5
R85P,Belgium,Belgium,Global,,Société anonyme,French,Société anonyme,SA,ELF v1.5
R85P,Belgium,Belgium,Global,,Aktiengesellschaft,German,Aktiengesellschaft,AG,ELF v1.5
TPTU,Belgium,Belgium,Global,,Naamloze vennootschap van publiek recht,Dutch,Naamloze vennootschap van publiek recht,NV PR,ELF v1.5
TPTU,Belgium,Belgium,Global,,Société anonyme de droit public,French,Société anonyme de droit public,SA DPU,ELF v1.5
TPTU,Belgium,Belgium,Global,,Öffentlich-rechtliche Aktiengesellschaft,German,Öffentlich-rechtliche Aktiengesellschaft,Ö.-r.AG,ELF v1.5
U2PN,Belgium,Belgium,Global,,Commanditaire vennootschap op aandelen,Dutch,Commanditaire vennootschap op aandelen,Comm.VA,ELF v1.5
U2PN,Belgium,Belgium,Global,,Société en commandite par actions,French,Société en commandite par actions,SCA,ELF v1.5
U2PN,Belgium,Belgium,Global,,Kommanditgesellschaft auf Aktien,German,Kommanditgesellschaft auf Aktien,KGaA,ELF v1.5
UW1Y,Belgium,Belgium,Global,,Vennootschap onder firma,Dutch,Vennootschap onder firma,V.O.F.,ELF v1.5
UW1Y,Belgium,Belgium,Global,,Société en nom collectif,French,Société en nom collectif,SNC,ELF v1.5
UW1Y,Belgium,Belgium,Global,,Offene Handelsgesellschaft,German,Offene Handelsgesellschaft,OHG,ELF v1.5
V03J,Belgium,Belgium,Global,,Internationale vereniging zonder winstoogmerk,Dutch,Internationale vereniging zonder winstoogmerk,IVZW,ELF v1.5
V03J,Belgium,Belgium,Global,,Association internationale sans but lucratif,French,Association internationale sans but lucratif,AISBL,ELF v1.5
V03J,Belgium,Belgium,Global,,Internationale Vereinigung ohne Gewinnerzielungsabsicht,German,Internationale Vereinigung ohne Gewinnerzielungsabsicht,IVoG,ELF v1.5
V7FT,Belgium,Belgium,Global,,Naamloze vennootschap met een sociaal oogmerk,Dutch,Naamloze vennootschap met een sociaal oogmerk,NV SO,ELF v1.5
V7FT,Belgium,Belgium,Global,,Société anonyme à finalité sociale,French,Société anonyme à finalité sociale,SA FS,ELF v1.5
V7FT,Belgium,Belgium,Global,,Aktiengesellschaft mit sozialer Zielsetzung,German,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,ELF v1.5
W3WH,Belgium,Belgium,Global,,Vereniging zonder winstoogmerk,Dutch,Vereniging zonder winstoogmerk,VZW,ELF v1.5
W3WH,Belgium,Belgium,Global,,Association sans but lucratif,French,Association sans but lucratif,ASBL,ELF v1.5
W3WH,Belgium,Belgium,Global,,Vereinigung ohne Gewinnerzielungsabsicht,German,Vereinigung ohne Gewinnerzielungsabsicht,VoG,ELF v1.5
X8ZK,Belgium,Belgium,Global,,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,Dutch,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,CVBA PR,ELF v1.5
X8ZK,Belgium,Belgium,Global,,Société coopérative à responsabilité limitée de droit public,French,Société coopérative à responsabilité limitée de droit public,SCRL DPU,ELF v1.5
X8ZK,Belgium,Belgium,Global,,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,German,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,ÖfrGmbH,ELF v1.5
XLEO,Belgium,Belgium,Global,,Gewone commanditaire vennootschap met een sociaal oogmerk,Dutch,Gewone commanditaire vennootschap met een sociaal oogmerk,GCW SO,ELF v1.5
XLEO,Belgium,Belgium,Global,,Société en commandite simple à finalité sociale,French,Société en commandite simple à finalité sociale,SCS FS,ELF v1.5
XLEO,Belgium,Belgium,Global,,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,German,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,EKGmsZ,ELF v1.5
Y1Q4,Belgium,Belgium,Global,,Private stichting,Dutch,Private stichting,PRIV ST.,ELF v1.5
Y1Q4,Belgium,Belgium,Global,,Private stichting,Dutch,Private stichting,PS,ELF v1.5
Y1Q4,Belgium,Belgium,Global,,Fondation privée,French,Fondation privée,FONDPRIV,ELF v1.5
Y1Q4,Belgium,Belgium,Global,,Privatstiftung,German,Privatstiftung,PrSt,ELF v1.5
YBHM,Belgium,Belgium,Global,,Europese Coöperatieve Vennootschap,Dutch,Europese Coöperatieve Vennootschap,SCE,ELF v1.5
YBHM,Belgium,Belgium,Global,,Société coopérative européenne,French,Société coopérative européenne,SCE,ELF v1.5
YBHM,Belgium,Belgium,Global,,Europäische Genossenschaft,German,Europäische Genossenschaft,OFP,ELF v1.5
ZOK2,Belgium,Belgium,Global,,Landbouwvennootschap,Dutch,Landbouwvennootschap,LV,ELF v1.5
ZOK2,Belgium,Belgium,Global,,Société agricole,French,Société agricole,S. Agr.,ELF v1.5
ZOK2,Belgium,Belgium,Global,,Landwirtschaftliche Gesellschaft,German,Landwirtschaftliche Gesellschaft,LG,ELF v1.5
ZSFX,Belgium,Belgium,Global,,Naamloze vennootschap met een sociaal oogmerk,Dutch,Naamloze vennootschap met een sociaal oogmerk,NV SO,ELF v1.5
ZSFX,Belgium,Belgium,Global,,Société anonyme à finalité sociale,French,Société anonyme à finalité sociale,SA FS,ELF v1.5
ZSFX,Belgium,Belgium,Global,,Aktiengesellschaft mit sozialer Zielsetzung,German,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,ELF v1.5
ZUHK,Belgium,Belgium,Global,,Stichting van openbaar nut,Dutch,Stichting van openbaar nut,SON,ELF v1.5
ZUHK,Belgium,Belgium,Global,,Fondation d'utilité publique,French,Fondation d'utilité publique,FUP,ELF v1.5
ZUHK,Belgium,Belgium,Global,,Gemeinnützige Stiftung,German,Gemeinnützige Stiftung,gnS,ELF v1.5
6DGX,Belgium,Belgium,Global,Flemish Region,Association prestataire de services (Région flamande),French,Association prestataire de services (Région flamande),Association prestataire de services (Région flamande),ELF v1.5
6DGX,Belgium,Belgium,Global,Flemish Region,Dienstverlenende vereniging (Vlaams Gewest),Dutch,Dienstverlenende vereniging (Vlaams Gewest),Dienstverlenende vereniging (Vlaams Gewest),ELF v1.5
6DGX,Belgium,Belgium,Global,Flemish Region,Dienstleistungsvereinigung (Flämische Region),German,Dienstleistungsvereinigung (Flämische Region),Dienstleistungsvereinigung (Flämische Region),ELF v1.5
MGCM,Belgium,Belgium,Global,Flemish Region,Association chargée de mission (Région flamande),French,Association chargée de mission (Région flamande),Association chargée de mission (Région flamande),ELF v1.5
MGCM,Belgium,Belgium,Global,Flemish Region,Opdrachthoudende vereniging (Vlaams Gewest),Dutch,Opdrachthoudende vereniging (Vlaams Gewest),Opdrachthoudende vereniging (Vlaams Gewest),ELF v1.5
MGCM,Belgium,Belgium,Global,Flemish Region,Beauftragte Vereinigung (Flämische Region),German,Beauftragte Vereinigung (Flämische Region),Beauftragte Vereinigung (Flämische Region),ELF v1.5
84DD,Belize,Belize,Global,,International Business Company,English,International Business Company,International Business Company,ELF v1.5
AO0O,Belize,Belize,Global,,Unlimited Company,English,Unlimited Company,Unlimited Company,ELF v1.5
D1SL,Belize,Belize,Global,,Partnership,English,Partnership,Partnership,ELF v1.5
EAD0,Belize,Belize,Global,,Company Limited by Shares,English,Company Limited by Shares,Company Limited by Shares,ELF v1.5
GJKF,Belize,Belize,Global,,Association,English,Association,Association,ELF v1.5
ZHT0,Belize,Belize,Global,,Company Limited by Guarantee,English,Company Limited by Guarantee,Company Limited by Guarantee,ELF v1.5
7AS7,Bermuda,United Kingdom,Global,,Exempted Companies Limited by Shares,English,Exempted Companies Limited by Shares,Exempted Companies Limited by Shares,ELF v1.5
7HCE,Bermuda,United Kingdom,Global,,Exempted LLC,English,Exempted LLC,Exempted LLC,ELF v1.5
7MGJ,Bermuda,United Kingdom,Global,,Exempted Limited Partnership,English,Exempted Limited Partnership,Exempted Limited Partnership,ELF v1.5
9TCY,Bermuda,United Kingdom,Global,,Mutual Company (Part XII),English,Mutual Company (Part XII),Mutual Company (Part XII),ELF v1.5
ASR5,Bermuda,United Kingdom,Global,,Exempted Partnership,English,Exempted Partnership,Exempted Partnership,ELF v1.5
CW38,Bermuda,United Kingdom,Global,,Local Company Limited by Guarantee,English,Local Company Limited by Guarantee,Local Company Limited by Guarantee,ELF v1.5
EURM,Bermuda,United Kingdom,Global,,Local Unlimited Company,English,Local Unlimited Company,Local Unlimited Company,ELF v1.5
LC2L,Bermuda,United Kingdom,Global,,Exempted Company Limited by Guarantee,English,Exempted Company Limited by Guarantee,Exempted Company Limited by Guarantee,ELF v1.5
MBVS,Bermuda,United Kingdom,Global,,Exempted Unlimited Company,English,Exempted Unlimited Company,Exempted Unlimited Company,ELF v1.5
NAQG,Bermuda,United Kingdom,Global,,Local Company Limited by Shares,English,Local Company Limited by Shares,Local Company Limited by Shares,ELF v1.5
UZWE,Bermuda,United Kingdom,Global,,Local LLC,English,Local LLC,Local LLC,ELF v1.5
VFXJ,Bermuda,United Kingdom,Global,,Mutual Fund Company,English,Mutual Fund Company,Mutual Fund Company,ELF v1.5
WF3Q,Bermuda,United Kingdom,Global,,Permit (Overseas) Company,English,Permit (Overseas) Company,Permit (Overseas) Company,ELF v1.5
ZLTD,Bermuda,United Kingdom,Global,,Overseas (Permit) Partnership,English,Overseas (Permit) Partnership,Overseas (Permit) Partnership,ELF v1.5
38JQ,Bolivia (Plurinational State of),Bolivia,Global,,Empresa Unipersonal,Spanish,Empresa Unipersonal,Empresa Unipersonal,ELF v1.5
5T3W,Bolivia (Plurinational State of),Bolivia,Global,,Sociedad Anónima,Spanish,Sociedad Anónima,S.A.,ELF v1.5
70BS,Bolivia (Plurinational State of),Bolivia,Global,,Empresa Estatal,Spanish,Empresa Estatal,Empresa Estatal,ELF v1.5
DSML,Bolivia (Plurinational State of),Bolivia,Global,,Institución Financiera De Desarrollo,Spanish,Institución Financiera De Desarrollo,Institución Financiera De Desarrollo,ELF v1.5
JYAN,Bolivia (Plurinational State of),Bolivia,Global,,Empresa Estatal Intergubernamental,Spanish,Empresa Estatal Intergubernamental,Empresa Estatal Intergubernamental,ELF v1.5
LJYQ,Bolivia (Plurinational State of),Bolivia,Global,,Sociedad Anónima Mixta,Spanish,Sociedad Anónima Mixta,S.A.M.,ELF v1.5
LN9O,Bolivia (Plurinational State of),Bolivia,Global,,Entidad Financiera De Vivienda,Spanish,Entidad Financiera De Vivienda,Entidad Financiera De Vivienda,ELF v1.5
MGOU,Bolivia (Plurinational State of),Bolivia,Global,,Empresa Mixta,Spanish,Empresa Mixta,Empresa Mixta,ELF v1.5
PJ29,Bolivia (Plurinational State of),Bolivia,Global,,Sociedad en Comandita por Acciones.,Spanish,Sociedad en Comandita por Acciones.,S.C.A.,ELF v1.5
PM48,Bolivia (Plurinational State of),Bolivia,Global,,Sociedad de Responsabilidad Limitada.,Spanish,Sociedad de Responsabilidad Limitada.,S.R.L.,ELF v1.5
RXJN,Bolivia (Plurinational State of),Bolivia,Global,,Empresa Estatal Mixta,Spanish,Empresa Estatal Mixta,Empresa Estatal Mixta,ELF v1.5
TNHO,Bolivia (Plurinational State of),Bolivia,Global,,Sociedad Colectiva,Spanish,Sociedad Colectiva,S.C.,ELF v1.5
XTCQ,Bolivia (Plurinational State of),Bolivia,Global,,Sociedad en Comandita Simple.,Spanish,Sociedad en Comandita Simple.,S.C.S.,ELF v1.5
1A0A,"Bonaire, Sint Eustatius and Saba",Netherlands,Global,,Besloten vennootschap,Dutch,Besloten vennootschap,Besloten vennootschap,ELF v1.5
3Y5C,"Bonaire, Sint Eustatius and Saba",Netherlands,Global,,Besloten vennootschap naar Nederlands recht,Dutch,Besloten vennootschap naar Nederlands recht,Besloten vennootschap naar Nederlands recht,ELF v1.5
4S4Z,"Bonaire, Sint Eustatius and Saba",Netherlands,Global,,Commanditaire vennootschap met meerdere beherende vennoten,Dutch,Commanditaire vennootschap met meerdere beherende vennoten,Commanditaire vennootschap met meerdere beherende vennoten,ELF v1.5
4ZBE,"Bonaire, Sint Eustatius and Saba",Netherlands,Global,,Maatschap,Dutch,Maatschap,Maatschap,ELF v1.5
